id,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
578,483,Dialga,4,Legendary,Temporal,2,Steel,Dragon,5.4,683.0,2,Pressure,None,Telepathy,680,100,120,120,150,100,90,3.0,0.0,306.0,Slow,0.5,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0
579,484,Palkia,4,Legendary,Spatial,2,Water,Dragon,4.2,336.0,2,Pressure,None,Telepathy,680,90,120,100,150,120,100,3.0,0.0,306.0,Slow,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
580,485,Heatran,4,Sub Legendary,Lava Dome,2,Fire,Steel,1.7,430.0,2,Flash Fire,None,Flame Body,600,91,90,106,130,106,77,3.0,100.0,270.0,Slow,0.5,0.0,2.0,1.0,0.25,0.25,2.0,0.0,4.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.25,0.25
581,486,Regigigas,4,Sub Legendary,Colossal,1,Normal,None,3.7,420.0,1,Slow Start,None,None,670,110,160,110,80,110,100,3.0,0.0,302.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
582,487,Giratina Altered Forme,4,Legendary,Renegade,2,Ghost,Dragon,4.5,750.0,2,Pressure,None,Telepathy,680,150,100,120,100,120,90,3.0,0.0,306.0,Slow,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
583,487,Giratina Origin Forme,4,Legendary,Renegade,2,Ghost,Dragon,6.9,650.0,1,Levitate,None,None,680,150,120,100,120,100,90,3.0,0.0,306.0,Slow,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
584,488,Cresselia,4,Sub Legendary,Lunar,1,Psychic,None,1.5,85.6,1,Levitate,None,None,600,120,70,120,75,130,85,3.0,100.0,270.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
585,489,Phione,4,Mythical,Sea Drifter,1,Water,None,0.4,3.1,1,Hydration,None,None,480,80,80,80,80,80,80,30.0,70.0,216.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
586,490,Manaphy,4,Mythical,Seafaring,1,Water,None,0.3,1.4,1,Hydration,None,None,600,100,100,100,100,100,100,3.0,70.0,270.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
587,491,Darkrai,4,Mythical,Pitch-Black,1,Dark,None,1.5,50.5,1,Bad Dreams,None,None,600,70,90,90,135,90,125,3.0,0.0,270.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
588,492,Shaymin Land Forme,4,Mythical,Gratitude,1,Grass,None,0.2,2.1,1,Natural Cure,None,None,600,100,100,100,100,100,100,45.0,100.0,270.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
589,492,Shaymin Sky Forme,4,Mythical,Gratitude,2,Grass,Flying,0.4,5.2,1,Serene Grace,None,None,600,100,103,75,120,75,127,45.0,100.0,270.0,Medium Slow,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
590,493,Arceus,4,Mythical,Alpha,1,Normal,None,3.2,320.0,1,Multitype,None,None,720,120,120,120,120,120,120,3.0,0.0,324.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
591,494,Victini,5,Mythical,Victory,2,Psychic,Fire,0.4,4.0,1,Victory Star,None,None,600,100,100,100,100,100,100,3.0,100.0,270.0,Slow,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
592,495,Snivy,5,Normal,Grass Snake,1,Grass,None,0.6,8.1,2,Overgrow,None,Contrary,308,45,45,55,45,55,63,45.0,70.0,62.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
593,496,Servine,5,Normal,Grass Snake,1,Grass,None,0.8,16.0,2,Overgrow,None,Contrary,413,60,60,75,60,75,83,45.0,70.0,145.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
594,497,Serperior,5,Normal,Regal,1,Grass,None,3.3,63.0,2,Overgrow,None,Contrary,528,75,75,95,75,95,113,45.0,70.0,238.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
595,498,Tepig,5,Normal,Fire Pig,1,Fire,None,0.5,9.9,2,Blaze,None,Thick Fat,308,65,63,45,45,45,45,45.0,70.0,62.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
596,499,Pignite,5,Normal,Fire Pig,2,Fire,Fighting,1.0,55.5,2,Blaze,None,Thick Fat,418,90,93,55,70,55,55,45.0,70.0,146.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
597,500,Emboar,5,Normal,Mega Fire Pig,2,Fire,Fighting,1.6,150.0,2,Blaze,None,Reckless,528,110,123,65,100,65,65,45.0,70.0,238.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
598,501,Oshawott,5,Normal,Sea Otter,1,Water,None,0.5,5.9,2,Torrent,None,Shell Armor,308,55,55,45,63,45,45,45.0,70.0,62.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
599,502,Dewott,5,Normal,Discipline,1,Water,None,0.8,24.5,2,Torrent,None,Shell Armor,413,75,75,60,83,60,60,45.0,70.0,145.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
600,503,Samurott,5,Normal,Formidable,1,Water,None,1.5,94.6,2,Torrent,None,Shell Armor,528,95,100,85,108,70,70,45.0,70.0,238.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
601,504,Patrat,5,Normal,Scout,1,Normal,None,0.5,11.6,3,Run Away,Keen Eye,Analytic,255,45,55,39,35,39,42,255.0,70.0,51.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
602,505,Watchog,5,Normal,Lookout,1,Normal,None,1.1,27.0,3,Illuminate,Keen Eye,Analytic,420,60,85,69,60,69,77,255.0,70.0,147.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
603,506,Lillipup,5,Normal,Puppy,1,Normal,None,0.4,4.1,3,Vital Spirit,Pickup,Run Away,275,45,60,45,25,45,55,255.0,70.0,55.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
604,507,Herdier,5,Normal,Loyal Dog,1,Normal,None,0.9,14.7,3,Intimidate,Sand Rush,Scrappy,370,65,80,65,35,65,60,120.0,70.0,130.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
605,508,Stoutland,5,Normal,Big-Hearted,1,Normal,None,1.2,61.0,3,Intimidate,Sand Rush,Scrappy,500,85,110,90,45,90,80,45.0,70.0,225.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
606,509,Purrloin,5,Normal,Devious,1,Dark,None,0.4,10.1,3,Limber,Unburden,Prankster,281,41,50,37,50,37,66,255.0,70.0,56.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
607,510,Liepard,5,Normal,Cruel,1,Dark,None,1.1,37.5,3,Limber,Unburden,Prankster,446,64,88,50,88,50,106,90.0,70.0,156.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
608,511,Pansage,5,Normal,Grass Monkey,1,Grass,None,0.6,10.5,2,Gluttony,None,Overgrow,316,50,53,48,53,48,64,190.0,70.0,63.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
609,512,Simisage,5,Normal,Thorn Monkey,1,Grass,None,1.1,30.5,2,Gluttony,None,Overgrow,498,75,98,63,98,63,101,75.0,70.0,174.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
610,513,Pansear,5,Normal,High Temp,1,Fire,None,0.6,11.0,2,Gluttony,None,Blaze,316,50,53,48,53,48,64,190.0,70.0,63.0,Medium Fast,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
611,514,Simisear,5,Normal,Ember,1,Fire,None,1.0,28.0,2,Gluttony,None,Blaze,498,75,98,63,98,63,101,75.0,70.0,174.0,Medium Fast,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
612,515,Panpour,5,Normal,Spray,1,Water,None,0.6,13.5,2,Gluttony,None,Torrent,316,50,53,48,53,48,64,190.0,70.0,63.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
613,516,Simipour,5,Normal,Geyser,1,Water,None,1.0,29.0,2,Gluttony,None,Torrent,498,75,98,63,98,63,101,75.0,70.0,174.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
614,517,Munna,5,Normal,Dream Eater,1,Psychic,None,0.6,23.3,3,Forewarn,Synchronize,Telepathy,292,76,25,45,67,55,24,190.0,70.0,58.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
615,518,Musharna,5,Normal,Drowsing,1,Psychic,None,1.1,60.5,3,Forewarn,Synchronize,Telepathy,487,116,55,85,107,95,29,75.0,70.0,170.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
616,519,Pidove,5,Normal,Tiny Pigeon,2,Normal,Flying,0.3,2.1,3,Big Pecks,Super Luck,Rivalry,264,50,55,50,36,30,43,255.0,70.0,53.0,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
617,520,Tranquill,5,Normal,Wild Pigeon,2,Normal,Flying,0.6,15.0,3,Big Pecks,Super Luck,Rivalry,358,62,77,62,50,42,65,120.0,70.0,125.0,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
618,521,Unfezant,5,Normal,Proud,2,Normal,Flying,1.2,29.0,3,Big Pecks,Super Luck,Rivalry,488,80,115,80,65,55,93,45.0,70.0,220.0,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
619,522,Blitzle,5,Normal,Electrified,1,Electric,None,0.8,29.8,3,Lightning Rod,Motor Drive,Sap Sipper,295,45,60,32,50,32,76,190.0,70.0,59.0,Medium Fast,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
620,523,Zebstrika,5,Normal,Thunderbolt,1,Electric,None,1.6,79.5,3,Lightning Rod,Motor Drive,Sap Sipper,497,75,100,63,80,63,116,75.0,70.0,174.0,Medium Fast,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
621,524,Roggenrola,5,Normal,Mantle,1,Rock,None,0.4,18.0,3,Sturdy,Weak Armor,Sand Force,280,55,75,85,25,25,15,255.0,70.0,56.0,Medium Slow,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
622,525,Boldore,5,Normal,Ore,1,Rock,None,0.9,102.0,3,Sturdy,Weak Armor,Sand Force,390,70,105,105,50,40,20,120.0,70.0,137.0,Medium Slow,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
623,526,Gigalith,5,Normal,Compressed,1,Rock,None,1.7,260.0,3,Sturdy,Sand Stream,Sand Force,515,85,135,130,60,80,25,45.0,70.0,232.0,Medium Slow,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
624,527,Woobat,5,Normal,Bat,2,Psychic,Flying,0.4,2.1,3,Unaware,Klutz,Simple,323,65,45,43,55,43,72,190.0,70.0,65.0,Medium Fast,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
625,528,Swoobat,5,Normal,Courting,2,Psychic,Flying,0.9,10.5,3,Unaware,Klutz,Simple,425,67,57,55,77,55,114,45.0,70.0,149.0,Medium Fast,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
626,529,Drilbur,5,Normal,Mole,1,Ground,None,0.3,8.5,3,Sand Rush,Sand Force,Mold Breaker,328,60,85,40,30,45,68,120.0,70.0,66.0,Medium Fast,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
627,530,Excadrill,5,Normal,Subterrene,2,Ground,Steel,0.7,40.4,3,Sand Rush,Sand Force,Mold Breaker,508,110,135,60,50,65,88,60.0,70.0,178.0,Medium Fast,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
628,531,Audino,5,Normal,Hearing,1,Normal,None,1.1,31.0,3,Healer,Regenerator,Klutz,445,103,60,86,60,86,50,255.0,70.0,390.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
629,531,Mega Audino,5,Normal,Hearing,2,Normal,Fairy,1.5,32.0,1,Healer,None,None,545,103,60,126,80,126,50,255.0,70.0,425.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
630,532,Timburr,5,Normal,Muscular,1,Fighting,None,0.6,12.5,3,Guts,Sheer Force,Iron Fist,305,75,80,55,25,35,35,180.0,70.0,61.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
631,533,Gurdurr,5,Normal,Muscular,1,Fighting,None,1.2,40.0,3,Guts,Sheer Force,Iron Fist,405,85,105,85,40,50,40,90.0,70.0,142.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
632,534,Conkeldurr,5,Normal,Muscular,1,Fighting,None,1.4,87.0,3,Guts,Sheer Force,Iron Fist,505,105,140,95,55,65,45,45.0,70.0,227.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
633,535,Tympole,5,Normal,Tadpole,1,Water,None,0.5,4.5,3,Swift Swim,Hydration,Water Absorb,294,50,50,40,50,40,64,255.0,70.0,59.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
634,536,Palpitoad,5,Normal,Vibration,2,Water,Ground,0.8,17.0,3,Swift Swim,Hydration,Water Absorb,384,75,65,55,65,55,69,120.0,70.0,134.0,Medium Slow,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
635,537,Seismitoad,5,Normal,Vibration,2,Water,Ground,1.5,62.0,3,Swift Swim,Poison Touch,Water Absorb,509,105,95,75,85,75,74,45.0,70.0,229.0,Medium Slow,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
636,538,Throh,5,Normal,Judo,1,Fighting,None,1.3,55.5,3,Guts,Inner Focus,Mold Breaker,465,120,100,85,30,85,45,45.0,70.0,163.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
637,539,Sawk,5,Normal,Karate,1,Fighting,None,1.4,51.0,3,Sturdy,Inner Focus,Mold Breaker,465,75,125,75,30,75,85,45.0,70.0,163.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
638,540,Sewaddle,5,Normal,Sewing,2,Bug,Grass,0.3,2.5,3,Swarm,Chlorophyll,Overcoat,310,45,53,70,40,60,42,255.0,70.0,62.0,Medium Slow,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
639,541,Swadloon,5,Normal,Leaf-Wrapped,2,Bug,Grass,0.5,7.3,3,Leaf Guard,Chlorophyll,Overcoat,380,55,63,90,50,80,42,120.0,70.0,133.0,Medium Slow,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
640,542,Leavanny,5,Normal,Nurturing,2,Bug,Grass,1.2,20.5,3,Swarm,Chlorophyll,Overcoat,500,75,103,80,70,80,92,45.0,70.0,225.0,Medium Slow,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
641,543,Venipede,5,Normal,Centipede,2,Bug,Poison,0.4,5.3,3,Poison Point,Swarm,Speed Boost,260,30,45,59,30,39,57,255.0,70.0,52.0,Medium Slow,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
642,544,Whirlipede,5,Normal,Curlipede,2,Bug,Poison,1.2,58.5,3,Poison Point,Swarm,Speed Boost,360,40,55,99,40,79,47,120.0,70.0,126.0,Medium Slow,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
643,545,Scolipede,5,Normal,Megapede,2,Bug,Poison,2.5,200.5,3,Poison Point,Swarm,Speed Boost,485,60,100,89,55,69,112,45.0,70.0,218.0,Medium Slow,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
644,546,Cottonee,5,Normal,Cotton Puff,2,Grass,Fairy,0.3,0.6,3,Prankster,Infiltrator,Chlorophyll,280,40,27,60,37,50,66,190.0,70.0,56.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
645,547,Whimsicott,5,Normal,Windveiled,2,Grass,Fairy,0.7,6.6,3,Prankster,Infiltrator,Chlorophyll,480,60,67,85,77,75,116,75.0,70.0,168.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
646,548,Petilil,5,Normal,Bulb,1,Grass,None,0.5,6.6,3,Chlorophyll,Own Tempo,Leaf Guard,280,45,35,50,70,50,30,190.0,70.0,56.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
647,549,Lilligant,5,Normal,Flowering,1,Grass,None,1.1,16.3,3,Chlorophyll,Own Tempo,Leaf Guard,480,70,60,75,110,75,90,75.0,70.0,168.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
648,550,Basculin Red-Striped Form,5,Normal,Hostile,1,Water,None,1.0,18.0,3,Reckless,Adaptability,Mold Breaker,460,70,92,65,80,55,98,25.0,70.0,161.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
649,550,Basculin Blue-Striped Form,5,Normal,Hostile,1,Water,None,1.0,18.0,3,Rock Head,Adaptability,Mold Breaker,460,70,92,65,80,55,98,25.0,70.0,161.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
650,551,Sandile,5,Normal,Desert Croc,2,Ground,Dark,0.7,15.2,3,Intimidate,Moxie,Anger Point,292,50,72,35,35,35,65,180.0,70.0,58.0,Medium Slow,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
651,552,Krokorok,5,Normal,Desert Croc,2,Ground,Dark,1.0,33.4,3,Intimidate,Moxie,Anger Point,351,60,82,45,45,45,74,90.0,70.0,123.0,Medium Slow,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
652,553,Krookodile,5,Normal,Intimidation,2,Ground,Dark,1.5,96.3,3,Intimidate,Moxie,Anger Point,519,95,117,80,65,70,92,45.0,70.0,234.0,Medium Slow,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
653,554,Darumaka,5,Normal,Zen Charm,1,Fire,None,0.6,37.5,2,Hustle,None,Inner Focus,315,70,90,45,15,45,50,120.0,70.0,63.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
654,554,Galarian Darumaka,5,Normal,Zen Charm,1,Ice,None,0.7,40.0,2,Hustle,None,Inner Focus,315,70,90,45,15,45,50,,,,Medium Slow,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
655,555,Darmanitan Standard Mode,5,Normal,Blazing,1,Fire,None,1.3,92.9,2,Sheer Force,None,Zen Mode,480,105,140,55,30,55,95,60.0,70.0,168.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
656,555,Darmanitan Zen Mode,5,Normal,Blazing,2,Fire,Psychic,1.3,92.9,2,Sheer Force,None,Zen Mode,540,105,30,105,140,105,55,60.0,70.0,189.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
657,555,Galarian Darmanitan Standard Mode,5,Normal,Zen Charm,1,Ice,None,1.7,120.0,2,Gorilla Tactics,None,Zen Mode,480,105,140,55,30,55,95,,,,Medium Slow,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
658,555,Galarian Darmanitan Zen Mode,5,Normal,Zen Charm,2,Ice,Fire,1.7,120.0,2,Gorilla Tactics,None,Zen Mode,540,105,160,55,30,55,135,,,,,1.0,1.0,2.0,1.0,0.5,0.25,2.0,1.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,0.5
659,556,Maractus,5,Normal,Cactus,1,Grass,None,1.0,28.0,3,Water Absorb,Chlorophyll,Storm Drain,461,75,86,67,106,67,60,255.0,70.0,161.0,Medium Fast,1.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
660,557,Dwebble,5,Normal,Rock Inn,2,Bug,Rock,0.3,14.5,3,Sturdy,Shell Armor,Weak Armor,325,50,65,85,35,35,55,190.0,70.0,65.0,Medium Fast,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
661,558,Crustle,5,Normal,Stone Home,2,Bug,Rock,1.4,200.0,3,Sturdy,Shell Armor,Weak Armor,485,70,105,125,65,75,45,75.0,70.0,170.0,Medium Fast,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
662,559,Scraggy,5,Normal,Shedding,2,Dark,Fighting,0.6,11.8,3,Shed Skin,Moxie,Intimidate,348,50,75,70,35,70,48,180.0,35.0,70.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
